CODE,DATE,NAME.x,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date2,Date3,SECTOR,NAME.y
UNGA,04-Aug-14,Unga Group Ltd,26.1,36.5,33,33,33,32.25,0.75,2.33%,"10,000",-,04-08-2014,2014-08-04,Manufacturing and Allied,Unga Group Ltd
UNGA,14-Nov-18,Unga Group Ltd,26.1,37,38,38,38,39.5,-1.5,3.80%,"1,800",-,14-11-2018,2018-11-14,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Dec-19,Unga Group Ltd,26.1,37,31.9,31.9,31.9,33,-1.1,3.33%,200,-,11-12-2019,2019-12-11,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Dec-16,Unga Group Ltd,26.1,36.5,32,34,32.5,34.5,-2,5.80%,"4,000",-,28-12-2016,2016-12-28,Manufacturing and Allied,Unga Group Ltd
UNGA,13-May-19,Unga Group Ltd,26.1,37,31.5,31.5,31.5,34,-2.5,7.35%,100,-,13-05-2019,2019-05-13,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Sep-17,Unga Group Ltd,26.1,37,32.5,32.75,32.5,33,-0.5,1.52%,"17,000",-,01-09-2017,2017-09-01,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Sep-19,Unga Group Ltd,26.1,37,32,32,32,32,-,-,-,-,09-09-2019,2019-09-09,Manufacturing and Allied,Unga Group Ltd
UNGA,09-May-16,Unga Group Ltd,26.1,37,37,37,37,37,-,-,"4,700",-,09-05-2016,2016-05-09,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Jul-14,Unga Group Ltd,26.1,36.5,34,35,34.75,34.75,-,-,"13,000",-,24-07-2014,2014-07-24,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Oct-19,Unga Group Ltd,26.1,37,32.9,32.9,32.9,32.9,-,-,-,-,24-10-2019,2019-10-24,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Jun-19,Unga Group Ltd,26.1,36.5,33,33,33,33,-,-,100,-,24-06-2019,2019-06-24,Manufacturing and Allied,Unga Group Ltd
UNGA,10-May-19,Unga Group Ltd,26.1,37,34,34,34,31.5,2.5,7.94%,100,-,10-05-2019,2019-05-10,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Apr-13,Unga Group Ltd,26.1,37,15.2,15.55,15.350000000000001,15.55,-0.2,1.29%,"8,000",-,11-04-2013,2013-04-11,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Apr-19,Unga Group Ltd,26.1,36.5,31,36.3,32.7,33.2,-0.5,1.51%,"2,100",-,09-04-2019,2019-04-09,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Jul-19,Unga Group Ltd,26.1,36.5,36.349999999999994,36.349999999999994,36.349999999999994,36.349999999999994,-,-,100,-,11-07-2019,2019-07-11,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Dec-19,Unga Group Ltd,26.1,37,33,33,33,33,-,-,300,-,09-12-2019,2019-12-09,Manufacturing and Allied,Unga Group Ltd
UNGA,23-Jul-19,Unga Group Ltd,26.1,36.5,36.5,36.5,36.5,36.5,-,-,"1,000",-,23-07-2019,2019-07-23,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Jun-13,Unga Group Ltd,26.1,36.5,15.5,15.7,15.5,15.65,-0.15,0.96%,"54,200",-,11-06-2013,2013-06-11,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Jul-20,Unga Group Ltd,26.1,35,30,30,30,30,-,-,-,-,28-07-2020,2020-07-28,Manufacturing and Allied,Unga Group Ltd
UNGA,15-May-17,Unga Group Ltd,26.1,36.5,28,30,28.75,28.75,-,-,"8,500",-,15-05-2017,2017-05-15,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Jul-19,Unga Group Ltd,26.1,36.5,36.5,36.5,36.5,36.5,-,-,-,-,24-07-2019,2019-07-24,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Jul-13,Unga Group Ltd,26.1,36.5,16,16.150000000000002,16.05,15.6,0.45,2.88%,"2,600",-,19-07-2013,2013-07-19,Manufacturing and Allied,Unga Group Ltd
UNGA,02-Jan-19,Unga Group Ltd,26.1,36.5,39,39,39,39.449999999999996,-0.45,1.14%,100,-,02-01-2019,2019-01-02,Manufacturing and Allied,Unga Group Ltd
UNGA,03-Aug-17,Unga Group Ltd,26.1,37,34,34,34,31.75,2.25,7.09%,500,-,03-08-2017,2017-08-03,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Sep-16,Unga Group Ltd,26.1,37,34,37.25,35.5,34,1.5,4.41%,"3,100",-,09-09-2016,2016-09-09,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Mar-19,Unga Group Ltd,26.1,36.5,33.25,33.25,33.25,33.25,-,-,-,-,19-03-2019,2019-03-19,Manufacturing and Allied,Unga Group Ltd
UNGA,05-Jun-20,Unga Group Ltd,26.1,37,27.4,27.4,27.4,27.4,-,-,-,-,05-06-2020,2020-06-05,Manufacturing and Allied,Unga Group Ltd
UNGA,19-May-14,Unga Group Ltd,26.1,37,26,28,27.5,26,1.5,5.77%,"35,700",-,19-05-2014,2014-05-19,Manufacturing and Allied,Unga Group Ltd
UNGA,08-Apr-14,Unga Group Ltd,26.1,36.5,23,23,23,23,-,-,100,-,08-04-2014,2014-04-08,Manufacturing and Allied,Unga Group Ltd
UNGA,07-Oct-19,Unga Group Ltd,26.1,37,31.650000000000002,31.650000000000002,31.650000000000002,31.650000000000002,-,-,-,-,07-10-2019,2019-10-07,Manufacturing and Allied,Unga Group Ltd
UNGA,30-Nov-15,Unga Group Ltd,26.1,37,36.5,37,36.75,36.5,0.25,0.68%,"1,100",-,30-11-2015,2015-11-30,Manufacturing and Allied,Unga Group Ltd
UNGA,29-Nov-16,Unga Group Ltd,26.1,37,33,33.5,33,35,-2,5.71%,"3,100",-,29-11-2016,2016-11-29,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Apr-19,Unga Group Ltd,26.1,37,34.3,34.3,34.3,34.3,-,-,-,-,26-04-2019,2019-04-26,Manufacturing and Allied,Unga Group Ltd
UNGA,07-Nov-16,Unga Group Ltd,26.1,37,34.25,34.5,34.25,34.5,-0.25,0.72%,800,-,07-11-2016,2016-11-07,Manufacturing and Allied,Unga Group Ltd
UNGA,20-Feb-19,Unga Group Ltd,26.1,37,36.3,39,36.8,36.3,0.5,1.38%,500,-,20-02-2019,2019-02-20,Manufacturing and Allied,Unga Group Ltd
UNGA,16-Jan-19,Unga Group Ltd,26.1,37,38.75,38.75,38.75,38.5,0.25,0.65%,100,-,16-01-2019,2019-01-16,Manufacturing and Allied,Unga Group Ltd
UNGA,22-Jan-19,Unga Group Ltd,26.1,37,38.75,38.75,38.75,38.75,-,-,-,-,22-01-2019,2019-01-22,Manufacturing and Allied,Unga Group Ltd
UNGA,20-Feb-14,Unga Group Ltd,26.1,37,24.5,25,24.75,24.5,0.25,1.02%,"11,300",-,20-02-2014,2014-02-20,Manufacturing and Allied,Unga Group Ltd
UNGA,16-Apr-19,Unga Group Ltd,26.1,37,31.1,31.1,31.1,31.1,-,-,-,-,16-04-2019,2019-04-16,Manufacturing and Allied,Unga Group Ltd
UNGA,18-May-17,Unga Group Ltd,26.1,37,27,27,27,27,-,-,-,-,18-05-2017,2017-05-18,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Oct-14,Unga Group Ltd,26.1,36.5,40,42,40.5,40.75,-0.25,0.61%,"9,300",-,01-10-2014,2014-10-01,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Jan-16,Unga Group Ltd,26.1,36.5,35,35.5,35,35.75,-0.75,2.10%,300,-,26-01-2016,2016-01-26,Manufacturing and Allied,Unga Group Ltd
UNGA,3-Mar-15,Unga Group Ltd,26.1,36.5,47.75,48,47.75,47.75,-,-,"1,200",-,03-03-2015,2015-03-03,Manufacturing and Allied,Unga Group Ltd
UNGA,4-Feb-15,Unga Group Ltd,26.1,37,43,45,44.5,42,2.5,5.95%,"40,100",-,04-02-2015,2015-02-04,Manufacturing and Allied,Unga Group Ltd
UNGA,05-Apr-17,Unga Group Ltd,26.1,37,27,27,27,30,-3,10.00%,"1,000",-,05-04-2017,2017-04-05,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Apr-19,Unga Group Ltd,26.1,37,31.2,31.2,31.2,31.2,-,-,-,-,24-04-2019,2019-04-24,Manufacturing and Allied,Unga Group Ltd
UNGA,10-Oct-16,Unga Group Ltd,26.1,37,35.5,35.5,35.5,35.5,-,-,-,-,10-10-2016,2016-10-10,Manufacturing and Allied,Unga Group Ltd
UNGA,27-Aug-13,Unga Group Ltd,26.1,37,16.5,16.55,16.5,16.5,-,-,"7,900",-,27-08-2013,2013-08-27,Manufacturing and Allied,Unga Group Ltd
UNGA,15-Jul-15,Unga Group Ltd,26.1,36.5,43.5,46,45,45,-,-,"2,600",-,15-07-2015,2015-07-15,Manufacturing and Allied,Unga Group Ltd
UNGA,21-Nov-18,Unga Group Ltd,26.1,37,39.5,39.5,39.5,39.5,-,-,100,-,21-11-2018,2018-11-21,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Oct-17,Unga Group Ltd,26.1,37,32,32,32,31,1,3.23%,100,-,11-10-2017,2017-10-11,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Oct-19,Unga Group Ltd,26.1,37,34,34,34,34,-,-,-,-,01-10-2019,2019-10-01,Manufacturing and Allied,Unga Group Ltd
UNGA,21-Feb-13,Unga Group Ltd,26.1,37,14.5,14.6,14.55,14.55,-,-,"14,900",-,21-02-2013,2013-02-21,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Sep-19,Unga Group Ltd,26.1,36.5,31.9,31.9,31.9,31.9,-,-,100,-,17-09-2019,2019-09-17,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Jul-19,Unga Group Ltd,26.1,37,36.5,36.5,36.5,36.5,-,-,-,-,26-07-2019,2019-07-26,Manufacturing and Allied,Unga Group Ltd
UNGA,10-Jun-19,Unga Group Ltd,26.1,37,35.5,35.5,35.5,37.25,-1.75,4.70%,100,-,10-06-2019,2019-06-10,Manufacturing and Allied,Unga Group Ltd
UNGA,18-Apr-13,Unga Group Ltd,26.1,37,15.5,15.7,15.6,15.5,0.1,0.65%,900,-,18-04-2013,2013-04-18,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Dec-16,Unga Group Ltd,26.1,37,34,34,34,34,-,-,-,-,01-12-2016,2016-12-01,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Nov-18,Unga Group Ltd,26.1,37,39.5,39.5,39.5,39.25,0.25,0.64%,100,-,19-11-2018,2018-11-19,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Jun-19,Unga Group Ltd,26.1,37,35,35,35,36,-1,2.78%,100,-,19-06-2019,2019-06-19,Manufacturing and Allied,Unga Group Ltd
UNGA,31-May-18,Unga Group Ltd,26.1,36.5,39.75,41,40,38.75,1.25,3.23%,"5,400",-,31-05-2018,2018-05-31,Manufacturing and Allied,Unga Group Ltd
UNGA,22-Aug-14,Unga Group Ltd,26.1,37,33,33,33,33.25,-0.25,0.75%,"1,900",-,22-08-2014,2014-08-22,Manufacturing and Allied,Unga Group Ltd
UNGA,30-Jan-13,Unga Group Ltd,26.1,36.5,13.75,14,13.850000000000001,13.9,-0.05,0.36%,"2,200",-,30-01-2013,2013-01-30,Manufacturing and Allied,Unga Group Ltd
UNGA,30-Apr-14,Unga Group Ltd,26.1,37,26,27,26,25.25,0.75,2.97%,"8,100",-,30-04-2014,2014-04-30,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Aug-15,Unga Group Ltd,26.1,37,45.5,45.5,45.5,41.75,3.75,8.98%,400,-,24-08-2015,2015-08-24,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Jul-16,Unga Group Ltd,26.1,36.5,34,34,34,34,-,-,100,-,01-07-2016,2016-07-01,Manufacturing and Allied,Unga Group Ltd
UNGA,04-Oct-19,Unga Group Ltd,26.1,37,31.5,32.5,31.650000000000002,34.6,-2.95,8.53%,"3,500",-,04-10-2019,2019-10-04,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Jul-17,Unga Group Ltd,26.1,37,32,32,32,32,-,-,"1,000",-,28-07-2017,2017-07-28,Manufacturing and Allied,Unga Group Ltd
UNGA,13-Dec-19,Unga Group Ltd,26.1,37,31.9,31.9,31.9,31.9,-,-,-,-,13-12-2019,2019-12-13,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Sep-14,Unga Group Ltd,26.1,37,35,35.5,35.25,35.75,-0.5,1.40%,"12,800",-,19-09-2014,2014-09-19,Manufacturing and Allied,Unga Group Ltd
UNGA,05-Sep-17,Unga Group Ltd,26.1,36.5,32.5,34,33,32.5,0.5,1.54%,"1,600",-,05-09-2017,2017-09-05,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Dec-19,Unga Group Ltd,26.1,37,31.5,31.85,31.5,31.9,-0.4,1.25%,"2,500",-,17-12-2019,2019-12-17,Manufacturing and Allied,Unga Group Ltd
UNGA,14-Aug-19,Unga Group Ltd,26.1,37,32.9,32.9,32.9,32.9,-,-,-,-,14-08-2019,2019-08-14,Manufacturing and Allied,Unga Group Ltd
UNGA,05-Aug-14,Unga Group Ltd,26.1,36.5,33,34.75,33,33,-,-,"18,500",-,05-08-2014,2014-08-05,Manufacturing and Allied,Unga Group Ltd
UNGA,27-Apr-18,Unga Group Ltd,26.1,37,38.5,38.5,38.5,38.75,-0.25,0.65%,100,-,27-04-2018,2018-04-27,Manufacturing and Allied,Unga Group Ltd
UNGA,09-May-14,Unga Group Ltd,26.1,37,26,26.25,26,26.25,-0.25,0.95%,"1,500",-,09-05-2014,2014-05-09,Manufacturing and Allied,Unga Group Ltd
UNGA,06-Dec-18,Unga Group Ltd,26.1,36.5,37.75,39.5,38.9,38,0.9,2.37%,300,-,06-12-2018,2018-12-06,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Feb-19,Unga Group Ltd,26.1,37,36.2,36.2,36.2,36.2,-,-,-,-,26-02-2019,2019-02-26,Manufacturing and Allied,Unga Group Ltd
UNGA,2-Dec-13,Unga Group Ltd,26.1,37,18.05,18.7,18.05,18.55,-0.5,2.70%,"14,400",-,02-12-2013,2013-12-02,Manufacturing and Allied,Unga Group Ltd
UNGA,13-Mar-15,Unga Group Ltd,26.1,36.5,46.5,47,46.75,46.75,-,-,"13,200",-,13-03-2015,2015-03-13,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Aug-19,Unga Group Ltd,26.1,36.5,32.9,32.9,32.9,32.9,-,-,-,-,09-08-2019,2019-08-09,Manufacturing and Allied,Unga Group Ltd
UNGA,08-Apr-20,Unga Group Ltd,26.1,37,26.1,26.1,26.1,29,-2.9,10.00%,300,-,08-04-2020,2020-04-08,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Oct-19,Unga Group Ltd,26.1,37,31.5,31.5,31.5,31.5,-,-,-,-,17-10-2019,2019-10-17,Manufacturing and Allied,Unga Group Ltd
UNGA,18-Sep-20,Unga Group Ltd,26.1,34.05,30.650000000000002,30.650000000000002,30.650000000000002,30.650000000000002,-,-,-,-,18-09-2020,2020-09-18,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Jun-19,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-,28-06-2019,2019-06-28,Manufacturing and Allied,Unga Group Ltd
UNGA,25-Sep-20,Unga Group Ltd,26.1,35,32,32,32,32,-,-,-,-,25-09-2020,2020-09-25,Manufacturing and Allied,Unga Group Ltd
UNGA,02-May-19,Unga Group Ltd,26.1,37,34.3,34.3,34.3,34.3,-,-,-,-,02-05-2019,2019-05-02,Manufacturing and Allied,Unga Group Ltd
UNGA,21-Jun-19,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-,21-06-2019,2019-06-21,Manufacturing and Allied,Unga Group Ltd
UNGA,30-May-19,Unga Group Ltd,26.1,37,34.15,34.15,34.15,34.15,-,-,-,-,30-05-2019,2019-05-30,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Feb-15,Unga Group Ltd,26.1,36.5,42.75,46,45,42,3,7.14%,"8,400",-,17-02-2015,2015-02-17,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Jun-19,Unga Group Ltd,26.1,36.5,36,36,36,38,-2,5.26%,100,-,17-06-2019,2019-06-17,Manufacturing and Allied,Unga Group Ltd
UNGA,10-Dec-13,Unga Group Ltd,26.1,37,17.55,17.55,17.55,17.5,0.05,0.29%,100,-,10-12-2013,2013-12-10,Manufacturing and Allied,Unga Group Ltd
UNGA,05-Feb-19,Unga Group Ltd,26.1,37,35.5,37.5,36,38.25,-2.25,5.88%,"1,200",-,05-02-2019,2019-02-05,Manufacturing and Allied,Unga Group Ltd
UNGA,16-Apr-14,Unga Group Ltd,26.1,37,23.75,23.75,23.75,23.75,-,-,200,-,16-04-2014,2014-04-16,Manufacturing and Allied,Unga Group Ltd
UNGA,3-Jun-15,Unga Group Ltd,26.1,37,44.75,45.5,44.75,45.5,-0.75,1.65%,"1,700",-,03-06-2015,2015-06-03,Manufacturing and Allied,Unga Group Ltd
UNGA,09-Mar-17,Unga Group Ltd,26.1,36.5,27,27,27,27.25,-0.25,0.92%,100,-,09-03-2017,2017-03-09,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Sep-20,Unga Group Ltd,26.1,34.05,32,32,32,30.05,1.95,6.49%,200,-,24-09-2020,2020-09-24,Manufacturing and Allied,Unga Group Ltd
UNGA,16-Oct-18,Unga Group Ltd,26.1,37,38,41.5,39.75,41.25,-1.5,3.64%,200,-,16-10-2018,2018-10-16,Manufacturing and Allied,Unga Group Ltd
UNGA,06-Feb-20,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-,06-02-2020,2020-02-06,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Apr-16,Unga Group Ltd,26.1,36.5,33.75,38.25,35.25,37,-1.75,4.73%,"13,900",-,01-04-2016,2016-04-01,Manufacturing and Allied,Unga Group Ltd
UNGA,15-Jan-18,Unga Group Ltd,26.1,37,30.25,30.5,30.25,28.75,1.5,5.22%,400,-,15-01-2018,2018-01-15,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Jan-19,Unga Group Ltd,26.1,37,38.5,38.5,38.5,38.5,-,-,-,-,11-01-2019,2019-01-11,Manufacturing and Allied,Unga Group Ltd
UNGA,20-Apr-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,200,-,20-04-2020,2020-04-20,Manufacturing and Allied,Unga Group Ltd
UNGA,17-Jul-15,Unga Group Ltd,26.1,37,45,45,45,45,-,-,"5,600",-,17-07-2015,2015-07-17,Manufacturing and Allied,Unga Group Ltd
UNGA,03-Aug-18,Unga Group Ltd,26.1,37,38.75,38.75,38.75,38.75,-,-,-,-,03-08-2018,2018-08-03,Manufacturing and Allied,Unga Group Ltd
UNGA,6-Feb-13,Unga Group Ltd,26.1,37,14,14,14,14.1,-0.1,0.71%,"2,700",-,06-02-2013,2013-02-06,Manufacturing and Allied,Unga Group Ltd
